Distance
3.79 cm
4.44 cm
6.71 cm
8.56 cm
10.11 cm
11.82 cm
14.33 cm
16.65 cm
17.83 cm
23.06 cm
25.88 cm
28.13 cm
29.19 cm
31.64 cm
33.96 cm
34.97 cm
36.71 cm
38.88 cm
