316,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0,0
556,0,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0
451,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0
567,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0,0
558,0,0,0,0,0,0,0,0
521,0,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
